204432840 7.312771 2.049546 0.15067 55.77 434.58 15.68
204432732 5.073826 4.392523 0.15123 38.8 437.0 33.7
204433015 8.999717 2.239547 0.15128 68.8 434.4 17.2
204432849 6.6878 2.482794 0.15155 51.3 437.5 19.1
204433102 7.376205 5.975283 0.15155 56.3 434.9 45.9
204433349 4.667394 9.461411 0.15159 35.4 433.6 72.5
204433505 9.784193 9.030464 0.15176 74.1 429.7 69.3
204432917 7.644461 3.513211 0.15222 58.79 438.04 27.13
204380356 6.224426 3.115961 0.15242 48.0 440.1 24.1
204380374 6.887482 3.386217 0.15249 53.1 439.6 26.2
204380452 6.401599 3.487262 0.1526 49.4 440.3 27.0
204380946 5.534235 8.205817 0.15271 42.4 437.6 63.4
204380988 5.711886 7.822717 0.15308 43.9 438.9 60.6
204380488 7.581842 2.897493 0.15322 58.72 441.17 22.53
204380830 2.894149 8.219741 0.15344 22.3 441.1 63.8
204381042 5.914579 7.185775 0.15414 45.82 442.32 56.06
204380775 1.82092 8.773526 0.15465 14.12 444.18 68.59
204380928 2.384871 9.261892 0.15494 18.5 444.2 72.5
204380060 4.693997 2.755214 0.15529 36.9 449.4 21.7
204327593 7.997788 8.335476 0.15542 62.2 442.7 65.5
204327520 7.841097 8.369669 0.15599 61.2 444.4 66.0
204327128 0.621102 6.662374 0.15659 4.9 452.0 52.8
204327333 5.185281 6.613727 0.15716 41.0 451.8 52.6
204327360 4.631377 7.590006 0.15737 36.6 451.8 60.4
204327396 5.46428 7.757362 0.15757 43.2 451.6 61.8
204326798 1.528527 4.724629 0.15795 12.2 457.2 37.8
204327160 3.608469 6.976448 0.15812 28.7 455.1 55.8
204327169 3.720734 6.83346 0.15813 29.6 455.21 54.67
204327174 3.565053 7.020524 0.15818 28.36 455.23 56.17
204327552 7.279519 8.296137 0.1584 57.7 451.7 66.4
204272463 8.514727 4.20917 0.15851 68.0 454.2 33.8
204272886 7.607922 8.182562 0.15865 60.4 452.2 65.6
204272636 3.671041 6.930646 0.15875 29.31 456.86 55.65
204272189 1.7576 5.331312 0.15894 14.1 459.5 42.9
204272354 6.608991 4.905793 0.15942 53.1 458.3 39.6
204272199 1.625965 5.504003 0.15951 13.09 460.99 44.44
204272850 4.446692 9.424205 0.15981 35.5 456.5 76.0
204272713 2.741121 7.749164 0.15985 22.0 459.5 62.6
204272804 4.967581 8.147092 0.15987 39.8 457.9 65.8
204272124 0.742613 5.11029 0.16004 6.0 462.9 41.4
204272126 0.769717 5.063586 0.16004 6.22 462.93 41.02
204272127 0.772591 5.131496 0.16005 6.24 462.93 41.58
204272926 9.361681 9.433792 0.16007 74.6 452.5 76.2
204272446 8.781757 3.973077 0.16053 71.0 459.6 32.3
204271951 3.183237 1.473775 0.16067 25.9 465.7 12.0
204273291 7.98609 8.578591 0.16068 64.1 456.9 69.6
204273047 7.303879 7.233117 0.1614 59.1 461.1 59.0
204273166 7.943285 8.11402 0.16143 64.12 459.55 66.15
204273122 8.15277 7.865889 0.16158 65.9 460.0 64.2
204217460 8.154088 7.890085 0.16163 65.93 460.13 64.42
204217520 8.71997 8.030469 0.162 70.6 460.3 65.7
204217292 8.438577 3.250079 0.16223 69.0 465.1 26.7
204226709 7.225841 0.800693 0.16271 59.4 468.5 6.6
204226439 1.341385 4.896877 0.1628 11.02 470.7 40.34
204226488 1.400856 6.433831 0.16306 11.5 470.16 53.03
204226848 8.859473 4.412432 0.16363 72.92 467.81 36.53
204167380 0.072404 7.178472 0.16494 0.6 474.8 59.8
204167385 0.783669 6.981865 0.16503 6.5 475.2 58.2
204166872 2.817519 5.40099 0.16554 23.5 477.5 45.2
204167441 0.47217 7.795043 0.16657 3.94 478.63 65.52
204166844 2.05094 5.951189 0.16661 17.2 480.3 50.1
204166827 0.892571 6.058455 0.16695 7.5 481.4 51.1
204166811 2.187731 4.913299 0.16713 18.43 482.55 41.51
204167587 3.09598 7.273777 0.16721 25.98 480.3 61.39
204166812 2.034689 4.784321 0.16736 17.17 483.31 40.48
204167015 3.214556 4.843173 0.16789 27.2 484.3 41.1
204105947 1.553882 3.491477 0.16821 13.2 486.6 29.7
204105800 1.454896 2.191092 0.16833 12.38 487.52 18.66
204105888 1.801968 3.965151 0.1684 15.32 486.82 33.76
204105860 1.810842 3.979131 0.16851 15.4 487.1 33.9
204106512 0.768945 8.316437 0.16885 6.5 484.3 70.8
